"id","num_scars","num_tattoos","num_other_marks"
"R12531",0,4,0
"R12532",0,5,0
"R12533",1,4,0
"R12536",0,1,0
"R12545",3,2,0
"R12564",0,5,0
"R12565",0,5,0
"R12574",0,5,0
"R12581",1,2,0
"R12594",0,0,1
"R12596",0,0,1
"R12605",0,5,0
"R12610",1,2,0
"R12623",0,0,1
"R12634",0,0,1
"R12638",0,0,1
"R12667",0,5,0
"R12670",1,1,0
"R12679",0,4,0
"R12688",1,2,0
"R12692",1,2,1
"R12693",0,5,0
"R12696",0,3,0
"R12712",0,5,0
"R12713",0,4,1
"R12717",0,2,0
"R12719",0,5,0
"R12722",0,5,0
"R12731",0,3,0
"R12734",1,2,2
"R12735",1,2,0
"R12749",0,5,0
"R12750",0,4,0
"R12772",0,3,0
"R12773",0,5,0
"R12784",0,4,0
"R12797",0,0,1
"R12800",0,0,1
"R12804",0,3,0
"R12806",0,0,1
"R12813",0,3,0
"R12817",2,1,0
"R12818",0,2,0
"R12819",0,5,0
"R12822",0,4,0
"R12828",0,1,0
"R12829",0,3,0
"R12833",2,1,0
"R12838",1,3,0
"R12840",0,0,1
"R12851",1,3,0
"R12856",1,3,0
"R12862",0,5,0
"R12863",1,1,0
"R12865",1,0,0
"R12884",0,4,0
"R12893",1,4,0
"R12905",1,4,0
"R12924",0,3,0
"R12927",2,0,0
"R12930",0,4,0
"R12932",0,0,1
"R12971",0,1,0
"R12976",0,1,0
"R12979",0,4,0
"R13001",1,4,0
"R13006",0,4,0
"R13010",0,5,0
"R13025",0,4,0
"R13035",0,4,0
"R13038",1,4,0
"R13044",0,0,1
"R13046",0,0,1
"R13047",0,5,0
"R13048",0,5,0
"R13057",0,1,0
"R13060",0,3,0
"R13063",0,3,0
"R13069",0,5,0
"R13078",1,3,0
"R13091",0,1,0
"R13104",0,1,0
"R13115",1,4,0
"R13116",0,5,0
"R13122",0,4,0
"R13133",0,5,0
"R13135",0,0,1
"R13144",1,0,0
"R13152",0,2,0
"R13158",0,5,0
"R13161",0,2,0
"R13163",0,4,0
"R13168",0,2,0
"R13176",0,5,0
"R13178",0,5,0
"R13185",0,4,1
"R13195",0,5,0
"R13205",1,3,0
"R13218",0,2,0
"R13238",1,0,0
"R13264",0,3,0
"R13276",0,5,0
"R13278",0,4,0
"R13280",1,0,0
"R13295",0,5,0
"R13314",0,2,0
"R13317",0,4,0
"R13321",0,0,1
"R13336",1,4,0
"R13362",0,1,0
"R13365",0,3,0
"R13366",0,3,0
"R13367",0,2,0
"R13370",0,4,0
"R13375",0,5,0
"R13379",0,3,0
"R13380",0,5,0
"R13388",0,2,0
"R13400",0,2,0
"R13403",0,5,0
"R13404",0,3,0
"R13407",2,3,0
"R13410",0,1,0
"R13423",1,0,0
"R13436",1,4,0
"R13457",0,3,0
"R13464",0,5,0
"R13483",0,5,0
"R13485",0,5,0
"R13496",0,5,0
"R13502",1,0,1
"R13506",0,1,0
"R13507",0,2,0
"R13538",0,2,0
"R13539",1,3,0
"R13542",1,0,0
"R13545",0,3,0
"R13554",0,5,0
"R13562",0,4,0
"R13572",0,0,1
"R13598",1,2,0
"R13604",0,5,0
"R13609",2,1,0
"R13625",0,2,0
"R13626",0,5,0
"R13628",0,1,0
"R13629",0,4,0
"R13632",0,0,1
"R13652",0,5,0
"R13658",0,5,0
"R13671",1,3,0
"R13672",1,1,0
"R13686",1,1,0
"R13687",0,0,1
"R13688",0,5,0
"R13692",0,5,0
"R13694",0,0,1
"R13697",2,1,0
"R13699",1,4,0
"R13704",0,2,0
"R13705",0,0,1
"R13709",1,3,0
"R13724",0,1,0
"R13728",0,3,0
"R13732",0,4,0
"R13742",1,4,0
"R13753",0,5,0
"R13761",0,4,0
"R13772",0,2,0
"R13810",0,5,0
"R13814",0,5,0
"R13836",1,4,0
"R13849",0,1,0
"R13851",0,5,0
"R13858",0,0,1
"R13864",0,0,1
"R13873",0,5,0
"R13879",1,2,0
"R13886",0,3,0
"R13892",0,5,0
"R13896",0,5,0
"R13901",0,1,0
"R13908",0,2,0
"R13909",1,2,0
"R13910",0,1,0
"R13913",0,0,1
"R13926",0,4,0
"R13931",0,5,0
"R13934",0,5,0
"R13939",1,4,0
"R13944",2,3,0
"R13952",1,4,0
"R13961",0,2,0
"R13962",0,5,0
"R13964",5,0,0
"R13983",0,2,0
"R13985",0,5,0
"R13986",0,5,0
"R13993",0,5,0
"R14003",0,0,1
"R14012",0,0,1
"R14023",0,4,0
"R14029",0,5,0
"R14030",0,5,0
"R14043",0,1,0
"R14057",0,1,0
"R14068",0,0,1
"R14074",0,4,0
"R14075",0,0,1
"R14081",0,5,0
"R14094",0,5,0
"R14103",0,5,0
"R14107",0,5,0
"R14111",0,0,1
"R14119",1,0,0
"R14147",1,0,0
"R14151",2,3,0
"R14153",0,2,0
"R14157",0,5,0
"R14161",0,2,0
"R14166",3,1,1
"R14183",0,2,0
"R14195",0,0,1
"R14203",1,4,0
"R14206",0,0,1
"R14215",0,2,0
"R14229",0,5,0
"R14253",0,5,0
"R14264",1,1,0
"R14291",2,3,0
"R14296",0,4,0
"R14311",0,4,0
"R14319",1,2,0
"R14320",2,0,0
"R14321",0,5,0
"R14327",1,0,0
"R14328",0,5,0
"R14332",0,5,0
"R14334",0,0,1
"R14337",0,5,0
"R14371",0,5,0
"R14393",0,1,0
"R14403",0,2,0
"R14406",0,3,0
"R14413",1,3,0
"R14414",0,5,0
"R14420",1,2,0
"R14427",0,3,0
"R14431",0,3,0
"R14433",0,3,0
"R14446",0,3,0
"R14454",0,0,1
"R14467",0,2,0
"R14469",1,1,0
"R14475",0,0,1
"R14483",0,0,1
"R14496",2,0,1
"R14505",0,5,0
"R14549",0,1,0
"R14550",0,3,0
"R14555",0,3,0
"R14556",0,4,0
"R14564",1,0,0
"R14573",0,0,1
"R14580",0,0,1
"R14596",0,5,0
"R14605",0,0,1
"R14614",1,2,0
"R14620",0,0,1
"R14623",0,0,1
"R14626",0,3,0
"R14631",2,1,0
"R14632",0,4,0
"R14645",0,4,0
"R14658",2,1,0
"R14676",0,4,0
"R14709",0,5,0
"R14711",0,5,0
"R14712",0,1,0
"R14717",0,0,1
"R14718",0,5,0
"R14719",0,5,0
"R14737",2,3,0
"R14742",0,5,0
"R14754",0,4,0
"R14756",0,3,0
"R14758",1,3,0
"R14781",0,2,0
"R14784",0,0,1
"R14787",0,5,0
"R14789",1,2,0
"R14790",0,0,1
"R14800",0,4,0
"R14801",0,3,0
"R14802",2,2,0
"R14807",1,1,0
"R14822",0,4,0
"R14840",0,5,0
"R14846",1,3,1
"R14859",0,1,0
"R14866",0,4,0
"R14867",0,2,0
"R14870",0,5,0
"R14886",0,2,0
"R14894",0,2,0
"R14903",0,0,1
"R14907",1,4,0
"R14923",1,4,0
"R14925",0,2,0
"R14940",0,1,0
"R14944",0,1,0
"R14946",0,2,0
"R14952",2,3,0
"R14956",0,2,0
"R14962",0,3,0
"R14966",0,0,1
"R14967",0,2,0
"R14974",0,2,0
"R14989",1,0,0
"R14994",0,0,1
"R14996",0,3,0
"R15009",0,3,0
"R15014",0,1,0
"R15024",1,4,0
"R15028",0,0,1
"R15032",0,2,0
"R15033",0,5,0
"R15036",1,2,1
"R15055",1,0,0
"R15076",0,0,1
"R15096",0,5,0
"R15111",0,2,0
"R15112",0,0,1
"R15117",0,1,0
"R15119",0,2,0
"R15126",0,0,1
"R15127",0,5,0
"R15147",2,3,0
"R15150",0,1,0
"R15154",0,5,0
"R15158",0,1,0
"R15164",0,1,0
"R15187",0,5,0
"R15192",0,3,0
"R15193",0,4,0
"R15205",1,0,0
"R15206",0,5,0
"R15211",0,1,0
"R15220",0,0,1
"R15231",2,3,0
"R15242",0,2,0
"R15244",0,3,0
"R15249",1,4,0
"R15258",1,1,0
"R15259",0,3,0
"R15272",0,5,0
"R15275",0,4,0
"R15278",0,2,0
"R15290",0,3,0
"R15316",0,5,0
"R15337",0,0,1
"R15338",0,5,0
"R15339",0,2,0
"R15341",0,4,0
"R15354",0,3,0
"R15371",1,0,0
"R15374",0,3,0
"R15379",1,0,1
"R15383",1,4,0
"R15389",0,4,0
"R15394",0,2,0
"R15400",0,5,0
"R15408",2,0,0
"R15411",0,0,1
"R15417",2,1,0
"R15422",0,0,1
"R15437",2,3,0
"R15439",0,2,0
"R15440",1,0,0
"R15448",0,4,0
"R15463",0,3,0
"R15467",0,4,0
"R15471",0,0,1
"R15473",0,1,0
"R15479",0,3,0
"R15490",2,1,0
"R15494",0,0,1
"R15502",0,5,0
"R15503",0,0,1
"R15504",0,0,1
"R15505",0,4,0
"R15509",0,2,0
"R15521",0,2,0
"R15527",1,4,0
"R15565",0,5,0
"R15567",1,2,0
"R15575",0,1,0
"R15581",1,0,0
"R15597",0,0,1
"R15606",0,5,0
"R15607",0,3,0
"R15608",1,4,0
"R15611",0,0,1
"R15613",0,1,0
"R15615",0,0,1
"R15621",0,0,1
"R15625",0,2,0
"R15630",0,2,0
"R15650",0,3,0
"R15652",0,5,0
"R15653",0,1,0
"R15658",0,1,0
"R15678",0,0,1
"R15680",0,5,0
"R15681",0,5,0
"R15682",0,2,0
"R15690",0,5,0
"R15694",0,4,0
"R15695",0,1,0
"R15698",0,5,0
"R15710",0,2,0
"R15711",0,4,1
"R15725",2,2,0
"R15726",0,0,1
"R15736",0,2,0
"R15742",1,1,0
"R15751",0,1,0
"R15773",0,5,0
"R15784",1,2,0
"R15799",0,4,0
"R15806",0,5,0
"R15816",0,5,0
"R15824",1,4,0
"R15847",0,3,1
"R15852",0,5,0
"R15853",0,4,0
"R15857",0,0,1
"R15873",0,0,1
"R15874",0,0,1
"R15876",0,1,0
"R15880",0,3,0
"R15881",0,5,0
"R15887",2,2,1
"R15905",0,5,0
"R15922",0,1,0
"R15925",1,4,0
"R15947",0,0,1
"R15962",0,3,0
"R15964",0,0,1
"R15974",0,5,0
"R15976",0,0,1
"R15987",2,2,0
"R15996",0,4,0
"R16036",0,5,0
"R16041",0,5,0
"R16046",0,1,0
"R16050",0,0,1
"R16054",1,4,0
"R16056",0,3,0
"R16062",0,0,1
"R16065",0,2,0
"R16083",2,3,0
"R16086",0,4,0
"R16096",1,3,0
"R16097",2,0,0
"R16103",0,1,0
"R16105",0,4,0
"R16176",0,2,0
"R16184",1,2,0
"R16190",0,5,0
"R16199",0,2,0
"R16219",1,3,1
"R16223",0,5,0
"R16224",0,2,0
"R16231",1,4,0
"R16233",0,0,1
"R16235",0,2,0
"R16237",0,3,0
"R16242",0,5,0
"R16243",0,2,0
"R16244",0,5,0
"R16247",2,1,0
"R16251",0,5,0
"R16254",0,4,0
"R16259",0,5,0
"R16272",0,5,0
"R16285",0,3,0
"R16295",0,4,0
"R16306",0,3,0
"R16310",3,0,0
"R16323",0,5,0
"R16324",0,2,0
"R16327",0,5,0
"R16330",0,1,0
"R16331",1,1,0
"R16332",0,5,0
"R16333",0,3,0
"R16338",1,2,0
"R16343",1,3,0
"R16345",0,5,0
"R16351",0,5,0
"R16354",0,2,0
"R16357",0,5,0
"R16382",0,5,0
"R16385",0,4,0
"R16388",1,0,0
"R16393",0,5,0
"R16394",0,5,0
"R16395",2,1,0
"R16412",1,4,0
"R16418",0,0,1
"R16425",0,4,0
"R16426",3,1,0
"R16437",0,2,0
"R16439",0,0,1
"R16440",2,0,0
"R16451",0,5,0
"R16457",0,1,0
"R16474",0,5,0
"R16489",0,5,0
"R16501",0,3,0
"R16522",0,0,1
"R16526",0,2,0
"R16535",0,5,0
"R16553",0,3,0
"R16555",0,0,1
"R16559",1,4,0
"R16576",0,4,0
"R16579",0,0,1
"R16584",1,3,0
"R16596",0,0,1
"R16597",0,0,1
"R16609",0,2,0
"R16610",0,5,0
"R16611",0,5,0
"R16619",0,5,0
"R16622",1,4,0
"R16648",0,5,0
"R16652",0,0,1
"R16656",2,0,1
"R16666",0,5,0
"R16688",0,5,0
"R16695",0,1,0
"R16700",0,5,0
"R16701",0,3,0
"R16706",0,0,1
"R16708",0,0,1
"R16714",0,1,0
"R16717",0,0,1
"R16723",1,1,0
"R16726",0,3,1
"R16727",0,0,1
"R16729",0,5,0
"R16730",0,2,0
"R16745",0,3,0
"R16760",0,2,0
"R16764",1,0,0
"R16774",0,0,1
"R16776",0,0,1
"R16787",0,2,0
"R16799",0,1,0
"R16816",0,4,0
"R16820",0,5,0
"R16830",2,0,0
"R16831",0,0,1
"R16839",0,0,1
"R16841",0,2,0
"R16849",0,3,0
"R16861",0,5,0
"R16871",3,0,0
"R16891",0,0,1
"R16895",0,0,1
"R16898",0,2,0
"R16900",0,2,0
"R16905",0,5,0
"R16908",0,0,1
"R16917",0,1,0
"R16919",1,4,0
"R16921",0,2,0
"R16928",0,0,1
"R16960",0,2,0
"R16963",0,0,1
"R16965",0,3,0
"R16968",1,2,0
"R16976",0,5,0
"R16980",0,0,1
"R16998",0,1,0
"R17001",0,1,0
"R17007",0,4,0
"R17009",0,4,0
"R17018",0,5,0
"R17019",0,0,1
"R17024",0,2,0
"R17031",0,1,0
"R17034",0,4,1
"R17044",0,0,1
"R17057",0,4,0
"R17058",0,5,0
"R17059",0,2,0
"R17068",0,2,0
"R17079",0,1,0
"R17084",0,0,1
"R17087",0,5,0
"R17103",0,2,0
"R17112",0,5,0
"R17132",0,0,1
"R17142",0,1,0
"R17154",0,0,1
"R17174",0,0,1
"R17193",0,3,0
"R17204",0,1,0
"R17207",0,5,0
"R17228",1,4,0
"R17232",2,1,0
"R17244",1,4,0
"R17251",0,5,0
"R17267",1,1,0
"R17277",0,2,0
"R17280",0,4,0
"R17283",0,5,0
"R17284",1,2,0
"R17298",1,4,0
"R17299",1,4,0
"R17311",0,0,1
"R17312",0,2,0
"R17316",0,1,0
"R17319",0,4,0
"R17324",0,1,0
"R17336",0,5,0
"R17337",0,1,0
"R17343",0,4,0
"R17349",0,2,0
"R17360",0,4,0
"R17361",0,2,0
"R17362",0,4,0
"R17377",0,1,0
"R17389",0,0,1
"R17394",0,5,0
"R17404",0,5,0
"R17406",0,5,0
"R17408",3,1,0
"R17412",0,4,0
"R17418",0,2,0
"R17429",2,1,0
"R17441",0,1,0
"R17458",0,5,0
"R17466",0,3,0
"R17472",1,1,0
"R17473",0,5,0
"R17474",0,0,1
"R17483",1,2,0
"R17488",0,4,0
"R17495",1,3,0
"R17517",2,1,0
"R17520",0,5,0
"R17528",0,1,0
"R17536",0,1,0
"R17545",0,3,0
"R17552",0,4,1
"R17555",0,0,1
"R17560",2,1,0
"R17578",0,5,0
"R17604",0,1,0
"R17623",0,3,0
"R17625",1,1,0
"R17629",0,5,0
"R17634",0,3,0
"R17636",0,5,0
"R17637",0,2,0
"R17642",0,3,0
"R17646",1,1,0
"R17682",0,1,0
"R17683",0,3,0
"R17685",0,0,1
"R17687",0,5,0
"R17688",0,2,0
"R17714",1,4,0
"R17716",0,0,1
"R17717",0,2,0
"R17719",0,5,0
"R17726",0,5,0
"R17727",0,5,0
"R17740",0,0,1
"R17749",0,2,0
"R17774",3,0,0
"R17783",0,4,0
"R17786",0,5,0
"R17787",0,5,0
"R17805",0,2,0
"R17812",2,2,1
"R17816",0,5,0
"R17832",0,0,1
"R17844",0,0,1
"R17851",0,5,0
"R17872",1,4,0
"R17876",0,5,0
"R17877",0,0,1
"R17882",1,0,0
"R17884",0,5,0
"R17905",0,4,0
"R17916",0,4,0
"R17917",0,5,0
"R17924",0,0,1
"R17925",0,4,0
"R17937",0,2,0
"R17950",0,4,0
"R17953",0,5,0
"R17956",0,4,0
"R17959",2,0,0
"R17978",0,5,0
"R17986",0,5,0
"R17996",0,0,1
"R18012",0,1,0
"R18026",0,5,0
"R18027",0,0,1
"R18028",0,0,1
"R18029",0,3,0
"R18032",0,0,1
"R18033",0,4,0
"R18035",0,1,0
"R18068",0,4,0
"R18075",0,2,0
"R18079",0,5,0
"R18081",0,3,0
"R18084",0,5,0
"R18086",0,2,0
"R18093",0,5,0
"R18100",0,2,0
"R18101",0,5,0
"R18105",0,3,0
"R18108",0,2,1
"R18140",0,5,0
"R18143",0,0,1
"R18148",0,4,0
"R18150",0,0,1
"R18161",0,2,0
"R18179",1,4,0
"R18192",0,5,0
"R18196",2,3,0
"R18206",0,2,0
"R18218",3,0,0
"R18222",0,3,1
"R18228",0,0,1
"R18231",0,1,0
"R18234",0,1,1
"R18236",1,2,0
"R18237",0,3,0
"R18244",0,5,0
"R18255",0,1,0
"R18277",0,5,0
"R18301",0,3,0
"R18316",0,2,0
"R18332",0,5,0
"R18344",0,4,0
"R18351",0,5,0
"R18355",1,3,0
"R18361",0,4,0
"R18381",0,5,0
"R18393",1,1,0
"R18398",0,3,1
"R18407",0,0,1
"R18413",1,4,0
"R18416",0,3,0
"R18420",1,0,1
"R18424",1,1,0
"R18435",0,0,1
"R18441",0,5,0
"R18442",0,3,0
"R18456",0,5,0
"R18460",0,1,0
"R18479",0,5,0
"R18484",0,2,0
"R18487",0,0,1
"R18496",0,0,1
"R18497",1,1,0
"R18498",0,0,1
"R18500",0,0,1
"R18536",0,2,0
"R18543",1,0,0
"R18549",0,0,1
"R18550",0,1,0
"R18555",0,2,0
"R18563",0,5,0
"R18574",0,3,0
"R18594",1,1,0
"R18607",0,0,1
"R18617",1,0,0
"R18619",1,4,0
"R18634",1,0,0
"R18635",1,2,0
"R18643",2,2,0
"R18650",0,4,0
"R18654",0,0,1
"R18666",0,2,0
"R18672",0,1,0
"R18673",0,1,0
"R18675",0,1,0
"R18681",0,4,0
"R18682",0,2,1
"R18689",0,5,0
"R18694",0,5,0
"R18696",0,5,0
"R18708",1,3,0
"R18720",0,0,1
"R18727",0,3,0
"R18735",0,5,0
"R18742",0,4,0
"R18766",0,3,0
"R18773",3,0,0
"R18776",0,2,0
"R18781",0,2,1
"R18787",0,4,0
"R18789",0,4,0
"R18798",0,5,0
"R18801",1,3,0
"R18810",1,1,0
"R18816",1,4,0
"R18830",1,1,0
"R18832",0,5,0
"R18836",1,4,0
"R18837",0,0,1
"R18848",0,4,0
"R18854",0,5,0
"R18863",0,5,0
"R18866",1,2,0
"R18881",0,1,0
"R18895",0,5,0
"R18910",0,5,0
"R18947",2,2,0
"R18969",0,3,0
"R18970",1,4,0
"R18990",1,2,0
"R18991",0,5,0
"R18999",0,3,0
"R19008",0,1,0
"R19026",0,0,1
"R19045",0,2,0
"R19048",1,2,0
"R19054",0,5,0
"R19055",0,3,0
"R19057",0,5,0
"R19071",0,3,0
"R19105",0,3,0
"R19116",0,5,0
"R19121",0,5,0
"R19123",0,3,0
"R19135",0,5,0
"R19141",0,0,1
"R19149",1,2,0
"R19151",0,4,0
"R19166",2,3,0
"R19168",0,0,1
"R19170",0,5,0
"R19172",0,2,2
"R19178",0,0,1
"R19184",0,3,0
"R19195",0,4,0
"R19212",0,1,0
"R19216",0,5,0
"R19217",0,0,1
"R19219",2,0,0
"R19222",0,0,1
"R19244",0,3,0
"R19252",0,4,0
"R19257",0,0,1
"R19270",0,0,1
"R19284",0,3,1
"R19289",0,1,1
"R19294",0,5,0
"R19304",0,1,0
"R19305",0,4,0
"R19312",0,5,0
"R19313",0,3,0
"R19317",0,2,0
"R19319",1,4,0
"R19322",0,0,1
"R19341",1,4,0
"R19345",0,5,0
"R19362",1,2,0
"R19364",0,2,0
"R19373",0,5,0
"R19380",0,0,1
"R19383",0,2,0
"R19387",0,0,1
"R19390",0,5,0
"R19410",1,4,0
"R19411",0,5,0
"R19435",0,0,1
"R19446",0,0,1
"R19453",1,0,0
"R19461",1,4,0
"R19465",0,5,0
"R19466",0,5,0
"R19474",0,4,0
"R19478",0,0,1
"R19480",0,0,1
"R19482",0,3,0
"R19483",0,3,0
"R19487",1,2,0
"R19493",0,0,1
"R19497",1,0,0
"R19509",0,4,0
"R19512",0,1,0
"R19519",0,5,0
"R19520",0,5,0
"R19524",0,5,0
"R19530",0,5,0
"R19531",0,5,0
"R19537",0,0,1
"R19544",0,2,0
"R19547",0,2,0
"R19557",1,3,0
"R19566",0,3,0
"R19568",0,2,0
"R19571",1,3,0
"R19573",0,0,1
"R19576",0,2,0
"R19578",0,0,1
"R19581",0,2,0
"R19590",0,5,0
"R19624",0,0,1
"R19638",0,2,0
"R19640",0,1,0
"R19641",0,2,0
"R19658",1,4,0
"R19667",0,1,0
"R19670",0,5,0
"R19678",2,2,0
"R19682",0,5,0
"R19688",0,4,0
"R19689",0,0,1
"R19692",1,1,1
"R19694",0,0,1
"R19702",0,3,0
"R19712",0,2,0
"R19713",0,5,0
"R19715",1,0,0
"R19717",0,3,0
"R19718",1,3,0
"R19726",0,0,1
"R19730",0,4,0
"R19750",0,4,0
"R19764",1,3,0
"R19772",1,0,0
"R19789",0,5,0
"R19791",2,2,1
"R19802",0,0,1
"R19808",0,2,0
"R19821",0,1,0
"R19834",0,5,0
"R19856",0,5,0
"R19868",0,0,1
"R19871",0,1,0
"R19890",0,4,1
"R19897",0,2,0
"R19903",0,2,0
"R19904",0,5,0
"R19906",2,0,0
"R19912",0,5,0
"R19916",0,5,0
"R19933",0,4,0
"R19941",1,2,1
"R19942",1,3,1
"R19943",0,1,0
"R19970",0,4,0
"R19980",1,0,1
"R19985",0,2,0
"R19988",1,1,0
"R19991",0,3,0
"R19996",0,2,0
"R20004",0,1,0
"R20037",0,2,0
"R20044",1,1,0
"R20051",0,2,0
"R20066",1,1,0
"R20070",0,3,0
"R20078",0,5,0
"R20079",0,5,0
"R20089",0,5,0
"R20111",0,2,0
"R20112",0,0,1
"R20120",0,0,1
"R20121",2,2,0
"R20123",0,0,1
"R20130",0,5,0
"R20132",0,0,1
"R20157",1,3,1
"R20162",0,5,0
"R20170",0,2,0
"R20175",0,0,1
"R20176",0,5,0
"R20182",1,1,0
"R20186",0,5,0
"R20192",1,3,0
"R20204",0,0,1
"R20219",0,5,0
"R20220",1,4,0
"R20221",0,2,0
"R20232",0,0,1
"R20245",1,2,0
"R20254",0,3,0
"R20273",0,0,1
"R20278",0,4,0
"R20297",0,1,0
"R20304",0,1,0
"R20311",2,1,1
"R20333",1,4,0
"R20340",1,0,0
"R20353",0,1,0
"R20358",0,0,1
"R20368",0,5,0
"R20370",0,4,0
"R20386",0,1,0
"R20387",0,1,0
"R20401",0,4,0
"R20420",0,5,0
"R20423",0,5,0
"R20424",0,5,0
"R20425",0,2,0
"R20428",0,4,0
"R20434",0,0,1
"R20440",0,2,0
"R20475",0,5,0
"R20477",0,0,1
"R20488",1,0,1
"R20502",0,2,1
"R20508",2,1,0
"R20509",0,5,0
"R20514",1,1,0
"R20525",0,0,1
"R20527",0,2,0
"R20528",0,1,0
"R20542",4,1,0
"R20560",0,3,0
"R20567",0,0,1
"R20571",1,4,0
"R20576",1,0,0
"R20578",0,5,0
"R20587",0,2,0
"R20588",0,0,1
"R20591",0,0,1
"R20592",0,2,0
"R20593",1,3,0
"R20599",1,1,0
"R20600",0,4,0
"R20613",0,0,1
"R20632",0,2,0
"R20638",1,2,0
"R20647",0,4,0
"R20655",2,0,0
"R20664",0,4,0
"R20666",0,5,0
"R20667",1,2,0
"R20674",0,5,0
"R20680",0,5,0
"R20681",0,0,1
"R20682",0,0,1
"R20684",0,5,0
"R20697",0,4,0
"R20708",0,4,0
"R20713",0,5,0
"R20721",0,0,1
"R20729",2,3,0
"R20733",0,5,0
"R20749",0,0,1
"R20750",0,0,1
"R20751",0,5,0
"R20766",0,2,0
"R20770",0,0,1
"R20771",0,0,1
"R20787",3,2,0
"R20795",1,2,0
"R20837",0,0,1
"R20838",1,1,0
"R20839",0,1,0
"R20858",0,3,0
"R20868",0,3,0
"R20890",0,5,0
"R20895",0,4,0
"R20901",0,2,0
"R20902",0,0,1
"R20905",0,5,0
"R20910",1,0,0
"R20913",0,5,0
"R20923",0,2,0
"R20924",1,0,0
"R20933",0,2,1
"R20938",0,5,0
"R20946",0,1,0
"R20949",0,5,0
"R20959",0,1,0
"R20960",0,5,0
"R20961",0,1,0
"R20963",1,4,0
"R20980",0,2,0
"R20981",0,3,0
"R20985",0,4,0
"R20989",0,5,0
"R21004",3,2,0
"R21022",1,3,0
"R21028",0,0,1
"R21047",0,2,0
"R21069",0,0,1
"R21074",0,5,0
"R21080",0,4,0
"R21096",1,4,0
"R21109",0,0,1
"R21117",0,2,1
"R21118",0,0,1
"R21125",0,3,0
"R21126",0,0,1
"R21128",0,4,0
"R21137",0,0,1
"R21152",1,2,0
"R21153",0,5,0
"R21155",0,5,0
"R21161",0,2,0
"R21183",0,5,0
"R21191",0,5,0
"R21193",0,3,0
"R21199",0,0,1
"R21208",0,2,0
"R21211",0,0,1
"R21220",0,0,1
"R21221",0,4,0
"R21227",2,3,0
"R21228",0,2,0
"R21231",0,0,1
"R21234",0,0,1
"R21238",0,0,1
"R21239",0,5,0
"R21268",0,5,0
"R21269",1,4,0
"R21286",0,0,1
"R21292",0,2,0
"R21293",1,4,0
"R21299",0,5,0
"R21321",1,4,0
"R21326",0,0,1
"R21331",1,0,0
"R21332",0,5,0
"R21334",0,0,1
"R21341",0,4,0
"R21346",1,3,0
"R21356",0,1,0
"R21358",0,4,0
"R21371",0,2,0
"R21381",0,2,0
"R21387",0,1,0
"R21405",3,0,0
"R21422",0,0,1
"R21446",0,5,0
"R21448",0,4,0
"R21487",0,5,0
"R21490",1,1,0
"R21491",0,3,0
"R21503",0,3,0
"R21504",0,3,0
"R21513",0,5,0
"R21514",1,0,0
"R21524",0,5,0
"R21526",1,2,0
"R21548",0,4,0
"R21549",0,0,1
"R21551",0,2,0
"R21553",0,4,0
"R21565",0,5,0
"R21566",0,4,0
"R21571",0,3,0
"R21583",0,5,0
"R21584",1,1,0
"R21591",0,3,0
"R21594",0,5,0
"R21600",0,3,0
"R21603",1,2,1
"R21609",0,4,0
"R21613",0,5,0
"R21616",2,0,0
"R21621",1,3,0
"R21624",0,4,0
"R21636",0,2,0
"R21639",0,0,1
"R21640",0,5,0
"R21645",0,5,0
"R21657",0,3,0
"R21662",0,5,0
"R21663",2,0,0
"R21666",0,3,0
"R21668",0,3,1
"R21686",0,5,0
"R21689",0,0,1
"R21691",0,5,0
"R21694",2,2,0
"R21708",0,0,1
"R21718",0,0,1
"R21742",0,0,1
"R21744",0,0,1
"R21745",0,5,0
"R21746",0,3,0
"R21773",0,5,0
"R21774",0,4,0
"R21777",0,4,0
"R21785",0,3,0
"R21786",0,4,0
"R21797",0,3,0
"R21800",0,3,0
"R21806",0,2,0
"R21824",1,0,0
"R21835",0,1,0
"R21838",0,0,1
"R21846",0,3,0
"R21859",2,1,0
"R21871",0,2,0
"R21874",0,3,0
"R21883",0,4,0
"R21888",0,0,1
"R21889",0,1,0
"R21895",1,4,0
"R21898",0,3,0
"R21899",0,3,0
"R21937",1,2,0
"R21946",1,3,0
"R21966",0,4,0
"R22009",0,2,0
"R22044",0,3,0
"R22046",0,1,0
"R22054",0,0,1
"R22056",1,0,0
"R22065",0,1,0
"R22066",0,2,0
"R22070",0,4,0
"R22071",0,2,0
"R22077",0,5,0
"R22080",0,2,0
"R22081",0,5,0
"R22084",0,2,0
"R22085",0,4,0
"R22124",0,5,0
"R22137",0,1,0
"R22139",0,2,0
"R22162",0,1,0
"R22168",0,3,0
"R22182",0,0,1
"R22187",0,0,1
"R22189",3,2,0
"R22201",0,0,1
"R22203",0,5,0
"R22207",0,5,0
"R22212",0,0,1
"R22218",0,0,1
"R22224",1,3,0
"R22225",1,4,0
"R22235",1,1,0
"R22236",0,5,0
"R22244",0,0,1
"R22252",0,3,0
"R22255",0,4,0
"R22278",0,0,1
"R22327",0,2,0
"R22330",0,5,0
"R22332",0,1,0
"R22336",0,1,0
"R22343",0,5,0
"R22349",0,3,0
"R22352",0,0,1
"R22356",0,5,0
"R22358",0,1,0
"R22359",0,0,1
"R22365",0,4,0
"R22376",0,3,0
